Date,Close,Volume,stock_id
2020-01-02,322.0,638373,AGUAS-A.SN
2020-01-03,324.0,1023386,AGUAS-A.SN
2020-01-06,335.0,3573468,AGUAS-A.SN
2020-01-07,332.92999267578125,1733039,AGUAS-A.SN
2020-01-08,342.0,1939438,AGUAS-A.SN
2020-01-09,341.0,957833,AGUAS-A.SN
2020-01-10,338.29998779296875,956973,AGUAS-A.SN
2020-01-13,336.0,620551,AGUAS-A.SN
2020-01-14,341.9800109863281,623687,AGUAS-A.SN
2020-01-15,326.1000061035156,573442,AGUAS-A.SN
2020-01-16,328.0,1288082,AGUAS-A.SN
2020-01-17,321.29998779296875,3637478,AGUAS-A.SN
2020-01-20,315.1000061035156,924355,AGUAS-A.SN
2020-01-21,300.25,1752841,AGUAS-A.SN
2020-01-22,299.0199890136719,1630306,AGUAS-A.SN
2020-01-23,299.0,1509477,AGUAS-A.SN
2020-01-24,307.0,844571,AGUAS-A.SN
2020-01-27,303.0,122149,AGUAS-A.SN
2020-01-28,304.5,380324,AGUAS-A.SN
2020-01-29,304.8999938964844,147221,AGUAS-A.SN
2020-01-30,309.0,543769,AGUAS-A.SN
2020-01-31,300.0,3249116,AGUAS-A.SN
2020-02-03,304.5,992133,AGUAS-A.SN
2020-02-04,306.42999267578125,824085,AGUAS-A.SN
2020-02-05,316.1400146484375,1047136,AGUAS-A.SN
2020-02-06,317.0,981517,AGUAS-A.SN
2020-02-07,316.3999938964844,1524780,AGUAS-A.SN
2020-02-10,309.1000061035156,789887,AGUAS-A.SN
2020-02-11,304.0,1128540,AGUAS-A.SN
2020-02-12,302.0,170190,AGUAS-A.SN
2020-02-13,304.0,425510,AGUAS-A.SN
2020-02-14,306.0,513924,AGUAS-A.SN
2020-02-17,305.010009765625,128440,AGUAS-A.SN
2020-02-18,305.1199951171875,197081,AGUAS-A.SN
2020-02-19,306.0,441083,AGUAS-A.SN
2020-02-20,303.5,347789,AGUAS-A.SN
2020-02-21,296.0,2486290,AGUAS-A.SN
2020-02-24,290.010009765625,1569729,AGUAS-A.SN
2020-02-25,286.9800109863281,1338980,AGUAS-A.SN
2020-02-26,284.1600036621094,1475065,AGUAS-A.SN
2020-02-27,278.20001220703125,649834,AGUAS-A.SN
2020-02-28,280.010009765625,13781613,AGUAS-A.SN
2020-03-02,271.0,2137221,AGUAS-A.SN
2020-03-03,270.0,2013310,AGUAS-A.SN
2020-03-04,272.1000061035156,23008585,AGUAS-A.SN
2020-03-05,269.0,2061742,AGUAS-A.SN
2020-03-06,267.0,1429017,AGUAS-A.SN
2020-03-09,258.989990234375,3686053,AGUAS-A.SN
2020-03-10,258.0,2316655,AGUAS-A.SN
2020-03-11,254.1999969482422,1266708,AGUAS-A.SN
2020-03-12,233.0,2470191,AGUAS-A.SN
2020-03-13,235.0,3461282,AGUAS-A.SN
2020-03-16,195.0,1874286,AGUAS-A.SN
2020-03-17,230.99000549316406,3321183,AGUAS-A.SN
2020-03-18,222.60000610351562,6556,AGUAS-A.SN
2020-03-19,230.10000610351562,1186268,AGUAS-A.SN
2020-03-20,222.0,19820813,AGUAS-A.SN
2020-03-23,202.10000610351562,2000410,AGUAS-A.SN
2020-03-24,206.10000610351562,2787184,AGUAS-A.SN
2020-03-25,220.0,4851346,AGUAS-A.SN
2020-03-26,230.50999450683594,1278553,AGUAS-A.SN
2020-03-27,230.00999450683594,1397543,AGUAS-A.SN
2020-03-30,237.0,1152783,AGUAS-A.SN
2020-03-31,252.0,3478112,AGUAS-A.SN
2020-04-01,249.5,1412736,AGUAS-A.SN
2020-04-02,262.7200012207031,1221751,AGUAS-A.SN
2020-04-03,255.10000610351562,659586,AGUAS-A.SN
2020-04-06,255.0,2049807,AGUAS-A.SN
2020-04-07,257.0199890136719,1603413,AGUAS-A.SN
2020-04-08,251.8000030517578,5825497,AGUAS-A.SN
2020-04-09,249.0,1184431,AGUAS-A.SN
2020-04-13,255.5,617982,AGUAS-A.SN
2020-04-14,259.1000061035156,807734,AGUAS-A.SN
2020-04-15,262.0,3479236,AGUAS-A.SN
2020-04-16,258.0,1402064,AGUAS-A.SN
2020-04-17,260.0,478861,AGUAS-A.SN
2020-04-20,259.9800109863281,1002217,AGUAS-A.SN
2020-04-21,251.10000610351562,540431,AGUAS-A.SN
2020-04-22,249.0,4553812,AGUAS-A.SN
2020-04-23,259.989990234375,1151076,AGUAS-A.SN
2020-04-24,250.0,1643237,AGUAS-A.SN
2020-04-27,261.0,1502720,AGUAS-A.SN
2020-04-28,274.29998779296875,2112934,AGUAS-A.SN
2020-04-29,280.0,770694,AGUAS-A.SN
2020-04-30,280.0,6142157,AGUAS-A.SN
2020-05-04,277.30999755859375,2070514,AGUAS-A.SN
2020-05-05,281.4800109863281,1448691,AGUAS-A.SN
2020-05-06,281.5400085449219,912195,AGUAS-A.SN
2020-05-07,275.010009765625,803563,AGUAS-A.SN
2020-05-08,265.2200012207031,1134064,AGUAS-A.SN
2020-05-11,263.0,3461981,AGUAS-A.SN
2020-05-12,261.5,300000,AGUAS-A.SN
2020-05-13,245.0,1339976,AGUAS-A.SN
2020-05-14,247.0,1754486,AGUAS-A.SN
2020-05-15,242.52999877929688,1092658,AGUAS-A.SN
2020-05-18,254.89999389648438,539910,AGUAS-A.SN
2020-05-19,251.0,612533,AGUAS-A.SN
2020-05-20,255.60000610351562,899342,AGUAS-A.SN
2020-05-22,251.10000610351562,6539054,AGUAS-A.SN
